,Ia,EPP,time,Im,flag
176,11.39999962,1685.699951,2018/11/26 0:02,11.39999962,1
177,11.39999962,1685.699951,2018/11/26 0:02,11.39999962,1
178,11.39999962,1685.699951,2018/11/26 0:02,11.39999962,1
179,11.39999962,1685.699951,2018/11/26 0:02,11.39999962,1
180,11.39999962,1685.699951,2018/11/26 0:03,11.39999962,1
181,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
182,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
183,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
184,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
185,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
186,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
187,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
188,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
189,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
190,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
191,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
192,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
193,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
194,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
195,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
196,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
197,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
198,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
199,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
200,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
201,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
202,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
203,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
204,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
205,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
206,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
207,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
208,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
209,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
210,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
211,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
212,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
213,11.69999981,1685.699951,2018/11/26 0:03,11.69999981,1
214,11.69999981,1685.699951,2018/11/26 0:03,11.69999981,1
215,11.69999981,1685.699951,2018/11/26 0:03,11.69999981,1
216,11.39999962,1685.699951,2018/11/26 0:03,11.39999962,1
217,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
218,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
219,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
220,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
221,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
222,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
223,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
224,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
225,11.10000038,1685.699951,2018/11/26 0:03,11.10000038,1
226,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
227,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
228,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
229,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
230,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
231,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
232,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
233,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
234,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
235,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
236,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
237,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
238,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
239,10.80000019,1685.699951,2018/11/26 0:03,10.80000019,1
240,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
241,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
242,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
243,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
244,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
245,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
246,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
247,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
248,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
249,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
250,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
251,10.5,1685.699951,2018/11/26 0:04,10.5,1
252,10.5,1685.699951,2018/11/26 0:04,10.5,1
253,10.5,1685.699951,2018/11/26 0:04,10.5,1
254,10.5,1685.699951,2018/11/26 0:04,10.5,1
255,10.5,1685.699951,2018/11/26 0:04,10.5,1
256,10.6500001,1685.699951,2018/11/26 0:04,10.6500001,1
257,10.6500001,1685.699951,2018/11/26 0:04,10.6500001,1
258,10.6500001,1685.699951,2018/11/26 0:04,10.6500001,1
259,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
260,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
261,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
262,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
263,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
264,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
265,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
266,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
267,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
268,10.5,1685.699951,2018/11/26 0:04,10.5,1
269,10.5,1685.699951,2018/11/26 0:04,10.5,1
270,10.5,1685.699951,2018/11/26 0:04,10.5,1
271,10.5,1685.699951,2018/11/26 0:04,10.5,1
272,10.5,1685.699951,2018/11/26 0:04,10.5,1
273,10.5,1685.699951,2018/11/26 0:04,10.5,1
274,10.5,1685.699951,2018/11/26 0:04,10.5,1
275,10.5,1685.699951,2018/11/26 0:04,10.5,1
276,10.5,1685.699951,2018/11/26 0:04,10.5,1
277,10.5,1685.699951,2018/11/26 0:04,10.5,1
278,10.5,1685.699951,2018/11/26 0:04,10.5,1
279,10.5,1685.699951,2018/11/26 0:04,10.5,1
280,10.5,1685.699951,2018/11/26 0:04,10.5,1
281,10.5,1685.699951,2018/11/26 0:04,10.5,1
282,10.5,1685.699951,2018/11/26 0:04,10.5,1
283,10.5,1685.699951,2018/11/26 0:04,10.5,1
284,10.5,1685.699951,2018/11/26 0:04,10.5,1
285,10.5,1685.699951,2018/11/26 0:04,10.5,1
286,10.5,1685.699951,2018/11/26 0:04,10.5,1
287,10.5,1685.699951,2018/11/26 0:04,10.5,1
288,10.5,1685.699951,2018/11/26 0:04,10.5,1
289,10.5,1685.699951,2018/11/26 0:04,10.5,1
290,10.5,1685.699951,2018/11/26 0:04,10.5,1
291,10.5,1685.699951,2018/11/26 0:04,10.5,1
292,10.5,1685.699951,2018/11/26 0:04,10.5,1
293,10.5,1685.699951,2018/11/26 0:04,10.5,1
294,10.5,1685.699951,2018/11/26 0:04,10.5,1
295,10.5,1685.699951,2018/11/26 0:04,10.5,1
296,10.5,1685.699951,2018/11/26 0:04,10.5,1
297,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
298,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
299,10.80000019,1685.699951,2018/11/26 0:04,10.80000019,1
300,11.69999981,1685.699951,2018/11/26 0:05,11.69999981,1
301,11.69999981,1685.699951,2018/11/26 0:05,11.69999981,1
302,11.69999981,1685.699951,2018/11/26 0:05,11.69999981,1
303,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
304,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
305,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
306,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
307,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
308,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
309,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
310,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
311,11.10000038,1685.699951,2018/11/26 0:05,11.10000038,1
312,10.5,1685.699951,2018/11/26 0:05,10.5,1
313,10.5,1685.699951,2018/11/26 0:05,10.5,1
314,10.5,1685.699951,2018/11/26 0:05,10.5,1
315,10.5,1685.699951,2018/11/26 0:05,10.5,1
316,10.5,1685.699951,2018/11/26 0:05,10.5,1
317,10.5,1685.699951,2018/11/26 0:05,10.5,1
318,10.5,1685.699951,2018/11/26 0:05,10.5,1
319,10.5,1685.699951,2018/11/26 0:05,10.5,1
320,10.5,1685.699951,2018/11/26 0:05,10.5,1
321,10.5,1685.699951,2018/11/26 0:05,10.5,1
322,10.5,1685.699951,2018/11/26 0:05,10.5,1
323,10.5,1685.699951,2018/11/26 0:05,10.5,1
324,12.60000038,1685.699951,2018/11/26 0:05,12.60000038,1
325,12.60000038,1685.699951,2018/11/26 0:05,12.60000038,1
326,12.60000038,1685.699951,2018/11/26 0:05,12.60000038,1
327,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
328,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
329,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
330,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
331,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
332,12.89999962,1685.699951,2018/11/26 0:05,12.89999962,1
333,30.60000038,1685.699951,2018/11/26 0:05,30.60000038,1
334,30.60000038,1685.699951,2018/11/26 0:05,30.60000038,1
335,30.60000038,1685.699951,2018/11/26 0:05,30.60000038,1
336,21.89999962,1685.699951,2018/11/26 0:05,21.89999962,1
337,21.89999962,1685.699951,2018/11/26 0:05,21.89999962,1
338,21.89999962,1685.699951,2018/11/26 0:05,21.89999962,1
339,21.89999962,1685.699951,2018/11/26 0:05,21.89999962,1
340,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
341,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
342,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
343,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
344,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
345,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
346,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
347,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
348,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
349,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
350,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
351,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
352,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
353,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
354,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
355,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
356,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
357,26.70000076,1685.699951,2018/11/26 0:05,26.70000076,1
358,27,1685.699951,2018/11/26 0:05,27,1
359,27,1685.699951,2018/11/26 0:05,27,1
360,26.70000076,1685.699951,2018/11/26 0:06,26.70000076,1
361,26.70000076,1685.699951,2018/11/26 0:06,26.70000076,1
362,25.79999924,1685.699951,2018/11/26 0:06,25.79999924,1
363,25.79999924,1685.699951,2018/11/26 0:06,25.79999924,1
364,23.39999962,1685.699951,2018/11/26 0:06,23.39999962,1
365,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
366,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
367,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
368,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
369,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
370,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
371,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
372,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
373,21.60000038,1685.699951,2018/11/26 0:06,21.60000038,1
374,22.20000076,1685.699951,2018/11/26 0:06,22.20000076,1
375,24.29999924,1685.699951,2018/11/26 0:06,24.29999924,1
376,26.70000076,1685.699951,2018/11/26 0:06,26.70000076,1
377,27,1685.699951,2018/11/26 0:06,27,1
378,27,1685.699951,2018/11/26 0:06,27,1
379,27,1685.699951,2018/11/26 0:06,27,1
380,27,1685.699951,2018/11/26 0:06,27,1
381,27,1685.699951,2018/11/26 0:06,27,1
382,27,1685.699951,2018/11/26 0:06,27,1
383,28.79999924,1685.699951,2018/11/26 0:06,28.79999924,1
384,28.79999924,1685.699951,2018/11/26 0:06,28.79999924,1
385,28.79999924,1685.699951,2018/11/26 0:06,28.79999924,1
386,28.79999924,1685.699951,2018/11/26 0:06,28.79999924,1
387,28.79999924,1685.699951,2018/11/26 0:06,28.79999924,1
388,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
389,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
390,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
391,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
392,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
393,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
394,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
395,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
396,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
397,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
398,29.39999962,1685.699951,2018/11/26 0:06,29.39999962,1
399,27.29999924,1685.699951,2018/11/26 0:06,27.29999924,1
400,25.20000076,1685.699951,2018/11/26 0:06,25.20000076,1
401,25.20000076,1685.699951,2018/11/26 0:06,25.20000076,1
402,24.29999924,1685.699951,2018/11/26 0:06,24.29999924,1
403,24,1685.699951,2018/11/26 0:06,24,1
404,24,1685.699951,2018/11/26 0:06,24,1
405,23.70000076,1685.699951,2018/11/26 0:06,23.70000076,1
406,23.39999962,1685.699951,2018/11/26 0:06,23.39999962,1
407,23.39999962,1685.699951,2018/11/26 0:06,23.39999962,1
408,23.39999962,1685.699951,2018/11/26 0:06,23.39999962,1
409,23.39999962,1685.699951,2018/11/26 0:06,23.39999962,1
410,28.20000076,1685.699951,2018/11/26 0:06,28.20000076,1
411,28.20000076,1685.699951,2018/11/26 0:06,28.20000076,1
412,28.20000076,1685.699951,2018/11/26 0:06,28.20000076,1
413,28.20000076,1685.699951,2018/11/26 0:06,28.20000076,1
414,26.70000076,1685.699951,2018/11/26 0:06,26.70000076,1
415,13.80000019,1685.699951,2018/11/26 0:06,13.80000019,1
416,13.80000019,1685.699951,2018/11/26 0:06,13.80000019,1
417,13.80000019,1685.699951,2018/11/26 0:06,13.80000019,1
418,13.80000019,1685.699951,2018/11/26 0:06,13.80000019,1
419,13.80000019,1685.699951,2018/11/26 0:06,13.80000019,1
420,14.10000038,1685.699951,2018/11/26 0:07,14.10000038,1
421,14.10000038,1685.699951,2018/11/26 0:07,14.10000038,1
422,15.60000038,1685.699951,2018/11/26 0:07,15.60000038,1
423,15.60000038,1685.699951,2018/11/26 0:07,15.60000038,1
424,15.60000038,1685.699951,2018/11/26 0:07,15.60000038,1
425,15.60000038,1685.699951,2018/11/26 0:07,15.60000038,1
426,16.5,1685.699951,2018/11/26 0:07,16.5,1
427,16.5,1685.699951,2018/11/26 0:07,16.5,1
428,24.89999962,1685.699951,2018/11/26 0:07,24.89999962,1
429,24.89999962,1685.699951,2018/11/26 0:07,24.89999962,1
430,24.89999962,1685.699951,2018/11/26 0:07,24.89999962,1
431,24.89999962,1685.699951,2018/11/26 0:07,24.89999962,1
432,24.60000038,1685.699951,2018/11/26 0:07,24.60000038,1
433,24.60000038,1685.699951,2018/11/26 0:07,24.60000038,1
