,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,3136.0499047000017,3373.8001640499892,2234.8499580900034,2705.099970440002,2473.4999642500015,3466.050164049993,4146.599918190007,11799.89979583001,6559.199316750025,4164.4499375700025,4480.549910400005,2222.9998602800033,5421.749809990009,3530.5500681059957,3247.650021929997,3643.349929129999,4798.19975993201,3918.449900969999,4339.799753650009,4013.249896010001,4073.249811410004,2815.3500087079956
1,3136.0499047000017,0.0,5987.250186199991,4664.700049939997,5308.949778460007,4583.2501471299975,5691.599808480007,5517.749810000006,9614.849445580021,5528.549869570003,6012.299907090004,7326.499669380012,4548.44996983,4659.750067930001,6421.799744646012,5857.800017289997,5793.749722150007,5335.650108881995,4695.900219519992,5370.149790620008,4891.20016135999,5404.499978149998,6423.600181139071
2,3373.8001640499892,5987.250186199991,0.0,3885.6001237999894,1050.5999272299998,4885.800270819988,5343.900205769988,5676.750271689987,11748.300076189993,6056.399888000008,6352.049968839994,6731.750070759996,1622.099978969994,5196.599827000007,5928.750190005992,5242.650116469993,6105.4498330999995,7732.200049221998,7429.04994459,7101.0002431999865,7281.4500692099955,6814.950102409995,3449.5498644590034
3,2234.8499580900034,4664.700049939997,3885.6001237999894,0.0,4304.249675650011,1134.5997941199996,5275.79996743,3484.3499186500007,9872.699897230004,5259.599958570003,5844.899808150008,4351.399688980012,3775.350120059997,4139.550109019996,5379.300091365996,4771.799856300006,4300.95003832,6357.150143081993,4824.899866120006,5130.449844970006,5116.2001100599955,5139.899765930009,3281.399957105001
4,2705.099970440002,5308.949778460007,1050.5999272299998,4304.249675650011,0.0,3840.0000654299947,4649.100211279996,4426.799867190002,12147.599454130022,6017.1000379100005,5071.950129009993,5540.750018029997,1060.2000154600014,6115.6498528700085,4952.399832426002,5208.450074859996,4718.550197329993,6416.849994692003,4877.8500967799955,5374.499887900007,4626.150180169993,4804.950056809999,2245.049969882
5,2473.4999642500015,4583.2501471299975,4885.800270819988,1134.5997941199996,3840.0000654299947,0.0,4863.300030469998,4289.400022310002,9587.24965028,5232.300217149993,4187.699803040011,4168.55005807,3234.599927540003,4437.600045380001,5278.049967776002,3461.549816240009,5462.850084359997,4276.500125291997,4530.599907610002,3675.1498391200093,4457.550055720002,3734.550064669995,3092.5498652650035
6,3466.050164049993,5691.599808480007,5343.900205769988,5275.79996743,4649.100211279996,4863.300030469998,0.0,2104.1999770200023,8393.849627010015,3902.550088059999,2051.0999376800005,2127.6499445300024,4000.0499977499994,4456.65008228,2171.399776376003,1460.3999511699988,2078.099838409998,6191.850076391995,6367.500136289994,7360.950110959997,6564.300335589986,6320.1001001299965,5703.599880800002
7,4146.599918190007,5517.749810000006,5676.750271689987,3484.3499186500007,4426.799867190002,4289.400022310002,2104.1999770200023,0.0,8083.799715200013,5585.5499375200025,2300.699795570004,2651.750068389996,3837.899835670011,4642.349928650005,2971.9498895960023,2014.9499675100033,2943.7499116400004,5608.199782262006,6250.799717540012,6026.999937300004,6350.250060849995,6700.949939960005,5638.0499385250005
8,11799.89979583001,9614.849445580021,11748.300076189993,9872.699897230004,12147.599454130022,9587.24965028,8393.849627010015,8083.799715200013,0.0,7847.400004829998,7392.449871560006,8371.549798790003,10411.200339389985,9675.899618230022,8495.249522586017,8022.749751070009,9682.499976669993,8730.75018811199,10178.54952353004,8924.849708150019,11815.950092009994,9419.850223599988,12876.450049582136
9,6559.199316750025,5528.549869570003,6056.399888000008,5259.599958570003,6017.1000379100005,5232.300217149993,3902.550088059999,5585.5499375200025,7847.400004829998,0.0,3198.3001270299937,3788.3000793200044,3748.050010219998,3733.9499736899998,3776.999799076008,2914.6496733000063,4359.750238849988,5718.599921541997,5577.149767780009,5481.899920300001,7117.350078809994,5737.349865010004,6721.049956105001
10,4164.4499375700025,6012.299907090004,6352.049968839994,5844.899808150008,5071.950129009993,4187.699803040011,2051.0999376800005,2300.699795570004,7392.449871560006,3198.3001270299937,0.0,1886.4499674899964,5059.650119730005,5901.599867850006,2095.4999582059995,1826.399984419997,5311.500079339999,6361.0498320520055,5895.600180379994,5306.700094809996,6248.400222919992,5918.700042559999,6586.200045528997
11,4480.549910400005,7326.499669380012,6731.750070759996,4351.399688980012,5540.750018029997,4168.55005807,2127.6499445300024,2651.750068389996,8371.549798790003,3788.3000793200044,1886.4499674899964,0.0,4146.05017352,6343.849692110012,3293.749752036004,2400.49991784,3124.8500201400034,7884.650094621994,6748.100047879995,6090.799946970001,6288.200073949995,6294.199946589997,5373.4999877599985
12,2222.9998602800033,4548.44996983,1622.099978969994,3775.350120059997,1060.2000154600014,3234.599927540003,4000.0499977499994,3837.899835670011,10411.200339389985,3748.050010219998,5059.650119730005,4146.05017352,0.0,4319.250006580001,4850.849912516005,3791.8498811000086,4017.149767770008,5241.149933182011,4433.6998577400045,4834.949902370002,4470.600069830001,4090.649922620003,3013.049889592004
13,5421.749809990009,4659.750067930001,5196.599827000007,4139.550109019996,6115.6498528700085,4437.600045380001,4456.65008228,4642.349928650005,9675.899618230022,3733.9499736899998,5901.599867850006,6343.849692110012,4319.250006580001,0.0,4499.84977760601,3570.749941080001,6576.899916030005,5565.300079041999,5602.199910110008,5177.700056339994,5607.449873990008,5762.550008310004,5149.350151084993
14,3530.5500681059957,6421.799744646012,5928.750190005992,5379.300091365996,4952.399832426002,5278.049967776002,2171.399776376003,2971.9498895960023,8495.249522586017,3776.999799076008,2095.4999582059995,3293.749752036004,4850.849912516005,4499.84977760601,0.0,2227.799917546002,2153.5498846060036,6458.549901408003,6473.999800966009,5968.0498747960055,6798.599999486001,6425.100114385998,7104.599917855001
15,3247.650021929997,5857.800017289997,5242.650116469993,4771.799856300006,5208.450074859996,3461.549816240009,1460.3999511699988,2014.9499675100033,8022.749751070009,2914.6496733000063,1826.399984419997,2400.49991784,3791.8498811000086,3570.749941080001,2227.799917546002,0.0,2446.799922040008,6163.950134721988,6008.699719060007,5599.94993141,5840.399838170006,5762.999859400004,5691.299819810006
16,3643.349929129999,5793.749722150007,6105.4498330999995,4300.95003832,4718.550197329993,5462.850084359997,2078.099838409998,2943.7499116400004,9682.499976669993,4359.750238849988,5311.500079339999,3124.8500201400034,4017.149767770008,6576.899916030005,2153.5498846060036,2446.799922040008,0.0,6752.849901131999,5638.050033419992,5712.300007789999,5240.400040499997,5815.199628850012,5676.600013337998
17,4798.19975993201,5335.650108881995,7732.200049221998,6357.150143081993,6416.849994692003,4276.500125291997,6191.850076391995,5608.199782262006,8730.75018811199,5718.599921541997,6361.0498320520055,7884.650094621994,5241.149933182011,5565.300079041999,6458.549901408003,6163.950134721988,6752.849901131999,0.0,2159.9999605519997,1523.3999680819948,3152.2501007019996,1471.4998765120001,5860.650300871987
18,3918.449900969999,4695.900219519992,7429.04994459,4824.899866120006,4877.8500967799955,4530.599907610002,6367.500136289994,6250.799717540012,10178.54952353004,5577.149767780009,5895.600180379994,6748.100047879995,4433.6998577400045,5602.199910110008,6473.999800966009,6008.699719060007,5638.050033419992,2159.9999605519997,0.0,1444.0500166899974,1631.699816070004,1142.9998683999981,5352.900212004987
19,4339.799753650009,5370.149790620008,7101.0002431999865,5130.449844970006,5374.499887900007,3675.1498391200093,7360.950110959997,6026.999937300004,8924.849708150019,5481.899920300001,5306.700094809996,6090.799946970001,4834.949902370002,5177.700056339994,5968.0498747960055,5599.94993141,5712.300007789999,1523.3999680819948,1444.0500166899974,0.0,2128.6500306399976,1938.5998709700007,5064.150347404982
20,4013.249896010001,4891.20016135999,7281.4500692099955,5116.2001100599955,4626.150180169993,4457.550055720002,6564.300335589986,6350.250060849995,11815.950092009994,7117.350078809994,6248.400222919992,6288.200073949995,4470.600069830001,5607.449873990008,6798.599999486001,5840.399838170006,5240.400040499997,3152.2501007019996,1631.699816070004,2128.6500306399976,0.0,1509.2999745299967,5559.300015533997
21,4073.249811410004,5404.499978149998,6814.950102409995,5139.899765930009,4804.950056809999,3734.550064669995,6320.1001001299965,6700.949939960005,9419.850223599988,5737.349865010004,5918.700042559999,6294.199946589997,4090.649922620003,5762.550008310004,6425.100114385998,5762.999859400004,5815.199628850012,1471.4998765120001,1142.9998683999981,1938.5998709700007,1509.2999745299967,0.0,4920.90021725499
22,2815.3500087079956,6423.600181139071,3449.5498644590034,3281.399957105001,2245.049969882,3092.5498652650035,5703.599880800002,5638.0499385250005,12876.450049582136,6721.049956105001,6586.200045528997,5373.4999877599985,3013.049889592004,5149.350151084993,7104.599917855001,5691.299819810006,5676.600013337998,5860.650300871987,5352.900212004987,5064.150347404982,5559.300015533997,4920.90021725499,0.0
